station_id,MeasurementDateGMT,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),delta_t,latitude,longitude,temperature,pressure,humidity,wind_direction,wind_speed/kph
CD1,2017-05-02 08:00:00,23.3,38.6,79.4,32.0,51.544219,-0.175284,11.499449625768436,1013.6639191814776,76.38407541748963,76.99802013435885,11.71987699201065
CD1,2017-05-02 09:00:00,18.7,32.3,84.6,33.0,51.544219,-0.175284,13.509883193567894,1014.2819531511859,68.30318238015438,80.76216416540089,12.064809602396227
CD1,2017-05-02 10:00:00,16.4,26.3,90.2,34.0,51.544219,-0.175284,14.209198166495591,1014.4167326471891,65.0714816404974,68.7405752065507,12.01581634538496
CD1,2017-05-02 11:00:00,17.4,21.3,114.1,35.0,51.544219,-0.175284,14.90583370304852,1014.5547666168975,61.83513543417404,57.14446192688216,12.4904433505095
CD1,2017-05-02 12:00:00,17.1,28.9,112.7,36.0,51.544219,-0.175284,15.602335210264798,1014.6929346159424,58.60258725909722,46.79019771506793,13.429399684437124
CD1,2017-05-02 13:00:00,18.6,30.4,117.9,37.0,51.544219,-0.175284,15.252773117480148,1014.7036436826097,61.75046302511499,35.66992609597141,14.33201815813327
CD1,2017-05-02 14:00:00,15.2,26.2,119.7,38.0,51.544219,-0.175284,14.89799052069851,1014.7223867189854,64.89552532542133,26.161370286530907,15.704679132966213
CD1,2017-05-02 15:00:00,16.2,25.7,123.5,39.0,51.544219,-0.175284,14.546462397622268,1014.7392977544062,68.0439761287697,18.357404715136454,17.438911970649468
CD1,2017-05-02 16:00:00,18.0,22.0,123.8,40.0,51.544219,-0.175284,13.773782961247502,1014.8905547180306,73.18723060247511,21.58270406586899,16.886393080480875
CD1,2017-05-02 17:00:00,26.7,35.2,104.5,41.0,51.544219,-0.175284,12.999712531911772,1015.0398456513632,78.33668704493397,25.0179540987743,16.39863274749894
CD1,2017-05-02 18:00:00,31.5,42.4,95.8,42.0,51.544219,-0.175284,12.223235064290476,1015.192525087738,83.47994151863936,28.643288843189037,15.971257903126501
CD1,2017-05-02 19:00:00,27.4,38.5,74.3,43.0,51.544219,-0.175284,10.964510489456606,1015.7409685856508,86.33248114964343,29.11140786597858,16.334171866633735
CD1,2017-05-02 20:00:00,25.2,32.4,59.4,44.0,51.544219,-0.175284,9.699583945869266,1016.2918160210706,89.18543030885193,29.55059430367131,16.699217369558706
CD1,2017-05-02 21:00:00,23.6,32.2,56.0,45.0,51.544219,-0.175284,8.436079875032382,1016.8446294867821,92.03654746710554,29.96368876235224,17.065519836107985
CD1,2017-05-02 22:00:00,20.8,31.7,50.6,46.0,51.544219,-0.175284,7.512239342649052,1016.9333725231579,93.29239963169587,25.484915847125613,16.580559470215626
CD1,2017-05-02 23:00:00,20.8,25.4,31.8,47.0,51.544219,-0.175284,6.586566809310786,1017.0229629949532,94.54754272961894,20.759374604646677,16.204313761688088
CD1,2017-05-03 00:00:00,18.3,25.6,16.2,48.0,51.544219,-0.175284,5.662726276927456,1017.1126874960855,95.80339489420929,15.849306564074832,15.938339212612478
CD1,2017-05-03 01:00:00,16.4,27.0,16.8,49.0,51.544219,-0.175284,5.540185209305237,1017.0246535263772,95.97467589742857,13.837644609642835,16.672108864848134
CD1,2017-05-03 02:00:00,16.3,24.2,20.7,50.0,51.544219,-0.175284,5.420323578057784,1016.9380420294191,96.14117740464485,12.00218462396431,17.416725952503626
CD1,2017-05-03 03:00:00,18.4,24.5,24.8,51.0,51.544219,-0.175284,5.296226008348451,1016.8480420294192,96.30429040881909,10.314892637330848,18.187545008912583
CD1,2017-05-03 04:00:00,16.8,29.9,38.8,52.0,51.544219,-0.175284,5.6463631384637285,1016.8526874960854,95.28268458890474,13.66083450995543,18.760404076539427
CD1,2017-05-03 05:00:00,19.3,37.1,85.5,53.0,51.544219,-0.175284,5.993245794873612,1016.8473329627519,94.25304479928197,16.796914751332558,19.396352108745518
CD1,2017-05-03 06:00:00,29.4,43.2,128.7,54.0,51.544219,-0.175284,6.34338292498889,1016.8481803981717,93.23001650661716,19.72624636563646,20.08538910553085
CD1,2017-05-03 07:00:00,22.1,43.3,110.2,55.0,51.544219,-0.175284,7.342669518905716,1016.8853669324603,89.75032906332767,22.945118893952014,21.220962379710578
CD1,2017-05-03 08:00:00,25.5,37.7,138.1,56.0,51.544219,-0.175284,8.34253115015317,1016.9181803981718,86.26921914728769,25.825823423222506,22.417383089310132
CD1,2017-05-03 09:00:00,20.0,35.8,162.9,57.0,51.544219,-0.175284,9.341817744069996,1016.9519784294183,82.78953170399816,28.412157984694463,23.664375735461693
CD1,2017-05-03 10:00:00,20.0,42.0,126.5,58.0,51.544219,-0.175284,9.646491589747225,1016.9366238960846,82.3222038981593,30.043922071521337,23.966389844943247
CD1,2017-05-03 11:00:00,19.8,29.8,105.0,59.0,51.544219,-0.175284,9.953131465716044,1016.9250673939976,81.8534850993595,31.638775122927463,24.291792457466844
CD1,2017-05-03 12:00:00,20.8,30.0,90.0,60.0,51.544219,-0.175284,10.254416808351223,1016.9116788909553,81.38574776531617,33.18488513795789,24.6338065669484
CD1,2017-05-03 13:00:00,19.8,33.5,99.0,61.0,51.544219,-0.175284,10.071466212524525,1016.8870334242889,83.17681146430756,30.86111453784915,24.000918922329788
CD1,2017-05-03 14:00:00,19.0,42.1,101.2,62.0,51.544219,-0.175284,9.885292622781924,1016.862253928286,84.96746563509444,28.42269660893268,23.414233246464637
CD1,2017-05-03 15:00:00,19.7,29.6,125.1,63.0,51.544219,-0.175284,9.698543995708697,1016.8370334242891,86.7547313028393,25.85783083004306,22.872468536133677
CD1,2017-05-03 16:00:00,20.7,24.6,135.3,64.0,51.544219,-0.175284,9.677833690404142,1016.8388654252441,87.93088189364327,28.87217262518252,21.51111880567224
CD1,2017-05-03 17:00:00,19.6,30.3,83.8,65.0,51.544219,-0.175284,9.651902881102606,1016.8426634564905,89.10845495719771,32.279987634873464,20.214685701329103
CD1,2017-05-03 18:00:00,21.9,26.7,78.4,66.0,51.544219,-0.175284,9.629226545506462,1016.8454769222019,90.28460554800172,36.13043276311195,19.006423696809648
CD1,2017-05-03 19:00:00,23.0,29.3,79.7,67.0,51.544219,-0.175284,9.429226545506461,1017.2173089231569,91.09169869194908,35.58286259398432,18.610783456374957
CD1,2017-05-03 20:00:00,24.8,29.6,60.7,68.0,51.544219,-0.175284,9.229226545506464,1017.5944954574454,91.8954033328544,35.01556482294589,18.222329750228848
CD1,2017-05-03 21:00:00,24.8,36.0,62.9,69.0,51.544219,-0.175284,9.02922654550646,1017.9711069544034,92.70714194346814,34.421356016486726,17.831910013791145
CD1,2017-05-03 22:00:00,25.6,36.8,46.2,70.0,51.544219,-0.175284,8.916956637336177,1017.8419543898233,92.79840758592422,32.87023722363406,18.38984687724654
CD1,2017-05-03 23:00:00,25.0,35.8,32.4,71.0,51.544219,-0.175284,8.799907233162875,1017.7143583273303,92.88726619009475,31.41487815290362,18.961581771948463
CD1,2017-05-04 00:00:00,27.2,36.5,22.2,72.0,51.544219,-0.175284,8.68299185832623,1017.5852057627501,92.97937926797067,30.043753781997804,19.539928163608337
CD1,2017-05-04 01:00:00,26.2,37.2,19.7,73.0,51.544219,-0.175284,8.634387190703086,1017.3425263263753,93.3994088856188,26.165836618721496,19.52665398972385
CD1,2017-05-04 02:00:00,24.4,33.9,18.2,74.0,51.544219,-0.175284,8.584935087660112,1017.0968993949524,93.81479303660058,22.300026955267956,19.604936317926484
CD1,2017-05-04 03:00:00,24.8,33.3,22.3,75.0,51.544219,-0.175284,8.536905457367595,1016.8542199585776,94.23821115729078,18.48011972210508,19.76701667737564
CD1,2017-05-04 04:00:00,26.8,35.1,26.8,76.0,51.544219,-0.175284,8.80917102612199,1016.7288654252441,93.66801169110062,23.264883178989816,20.01833349980031
CD1,2017-05-04 05:00:00,28.2,42.0,85.9,77.0,51.544219,-0.175284,9.086657098873372,1016.6026634564905,93.09852129157768,27.895681856864613,20.406975225266105
CD1,2017-05-04 06:00:00,33.5,65.3,116.4,78.0,51.544219,-0.175284,9.356109201916345,1016.4773089231568,92.53171032842958,32.326720214401846,20.92392331852951
CD1,2017-05-04 07:00:00,32.8,67.1,113.5,79.0,51.544219,-0.175284,9.620321100783245,1016.5335108919104,91.07184464853042,33.44505464088476,21.381622554073818
CD1,2017-05-04 08:00:00,27.3,54.1,104.1,80.0,51.544219,-0.175284,9.883685564230316,1016.5835108919104,89.6173335019649,34.51623091208999,21.84495182181959
CD1,2017-05-04 09:00:00,23.2,43.0,115.0,81.0,51.544219,-0.175284,10.145083997385791,1016.6363243576218,88.1574678220657,35.538417027062565,22.32024711985695
CD1,2017-05-04 10:00:00,17.8,32.1,108.5,82.0,51.544219,-0.175284,10.693300075620815,1016.7947678555346,85.52485992294753,39.35525075756356,22.206810828389116
CD1,2017-05-04 11:00:00,19.7,29.5,73.8,83.0,51.544219,-0.175284,11.242500719390945,1016.9523639180278,82.88886352078731,43.181899278759325,22.194792670255847
CD1,2017-05-04 12:00:00,17.4,31.1,70.3,84.0,51.544219,-0.175284,11.792548798580905,1017.1108074159405,80.25344215595771,47.000057461489504,22.28279855171756
CD1,2017-05-04 13:00:00,16.4,34.6,80.2,85.0,51.544219,-0.175284,11.630140521658072,1017.1888413856491,80.75970522214882,44.4589289407778,22.81529835684025
CD1,2017-05-04 14:00:00,18.1,32.1,101.6,86.0,51.544219,-0.175284,11.469154717485695,1017.2634868523153,81.26118879233692,42.041602790728504,23.394134160053056
CD1,2017-05-04 15:00:00,18.9,31.0,92.3,87.0,51.544219,-0.175284,11.304780410271272,1017.3443342877353,81.76900836061512,39.74201107192482,24.013954528800983
CD1,2017-05-04 16:00:00,15.9,26.1,69.2,88.0,51.544219,-0.175284,10.825057147776365,1017.5834868523153,82.71675319807485,40.96049142969945,23.849334340366877
CD1,2017-05-04 17:00:00,14.5,25.7,52.2,89.0,51.544219,-0.175284,10.344758847950828,1017.8219303502284,83.66449803553458,42.19897178747409,23.697527617644184
CD1,2017-05-04 18:00:00,15.5,24.2,50.1,90.0,51.544219,-0.175284,9.866867586410859,1018.0638963805199,84.61563137603635,43.450131581623495,23.561922863674965
CD1,2017-05-04 19:00:00,15.5,24.2,36.6,91.0,51.544219,-0.175284,9.426544008353074,1018.3972848835618,84.74779592464502,43.31898150696224,23.07168523576388
CD1,2017-05-04 20:00:00,14.0,22.5,34.5,92.0,51.544219,-0.175284,8.992422399048763,1018.7326394168956,84.87856948029273,43.18586540200939,22.586668111849782
CD1,2017-05-04 21:00:00,12.0,19.8,32.1,93.0,51.544219,-0.175284,8.558300789744449,1019.0608074159406,85.00608856223506,43.047528793059556,22.093617018227267
CD1,2017-05-04 22:00:00,13.6,19.9,29.5,94.0,51.544219,-0.175284,8.445203769837507,1019.0034868523152,85.76065459631006,44.43889147860244,21.906192531658593
CD1,2017-05-04 23:00:00,11.5,21.2,24.7,95.0,51.544219,-0.175284,8.328308718684037,1018.9436252210679,86.51816812543315,45.85744503784981,21.73453210662804
CD1,2017-05-05 00:00:00,13.2,24.1,20.1,96.0,51.544219,-0.175284,8.215211698777095,1018.8829161544006,87.27808869284183,47.28586890717639,21.57595630676084
CD1,2017-05-05 01:00:00,11.7,23.7,17.9,97.0,51.544219,-0.175284,7.7902919718801815,1018.8029161544006,88.41831066922553,47.16002012575795,21.966262661914072
CD1,2017-05-05 02:00:00,11.0,18.7,13.4,98.0,51.544219,-0.175284,7.365372244983268,1018.7248821846922,89.5603646465642,47.036137374631096,22.355146544316852
CD1,2017-05-05 03:00:00,10.2,19.0,17.1,99.0,51.544219,-0.175284,6.942859556371919,1018.6501026886892,90.70397512598997,46.916627692081384,22.744164456056275
CD1,2017-05-05 04:00:00,10.4,18.7,29.7,100.0,51.544219,-0.175284,7.213274662629557,1018.6208117553565,89.57291191574366,49.31288889613114,21.91153199499321
CD1,2017-05-05 05:00:00,12.0,19.9,52.8,101.0,51.544219,-0.175284,7.487078271929245,1018.5943342877351,88.44127366816672,51.88901173142834,21.117477061179688
CD1,2017-05-05 06:00:00,15.1,21.0,58.8,102.0,51.544219,-0.175284,7.762713882183871,1018.567856820114,87.30922589238531,54.660760259511115,20.371046568870092
CD1,2017-05-05 07:00:00,18.1,23.4,95.1,103.0,51.544219,-0.175284,9.148349492438493,1018.3550433544024,80.00249745423625,58.762727338829976,22.934008809548185
CD1,2017-05-05 08:00:00,16.2,32.7,53.3,104.0,51.544219,-0.175284,10.535376095654085,1018.1389754149857,72.69661645150701,62.027485082902544,25.591344118803438
CD1,2017-05-05 09:00:00,17.4,20.6,66.5,105.0,51.544219,-0.175284,11.922977736200302,1017.9261619492743,65.39425798115649,64.66841765535497,28.3172853343191
CD1,2017-05-05 10:00:00,14.0,23.8,71.7,106.0,51.544219,-0.175284,12.416343438284636,1017.4353145138543,63.96744888014972,65.78764267146,28.892016751132154
CD1,2017-05-05 11:00:00,11.8,35.9,85.0,107.0,51.544219,-0.175284,12.908724574833869,1016.9382651096811,62.53457183972613,66.85842418965214,29.480984106407085
CD1,2017-05-05 12:00:00,10.8,24.5,64.6,108.0,51.544219,-0.175284,13.402090276918207,1016.4492496752163,61.107762738719344,67.88794874421997,30.078528988931563
CD1,2017-05-05 13:00:00,12.9,26.7,43.4,109.0,51.544219,-0.175284,13.198919701608157,1015.6830477064626,63.47337078307719,68.32353966682741,30.370744426744643
CD1,2017-05-05 14:00:00,11.6,34.8,59.3,110.0,51.544219,-0.175284,12.999547157544635,1014.9250137367543,65.83897882743504,68.75137211859429,30.669161833311197
CD1,2017-05-05 15:00:00,11.9,20.8,54.5,111.0,51.544219,-0.175284,12.80102204890094,1014.158811768001,68.20597786475383,69.16737256940624,30.969411240832684
CD1,2017-05-05 16:00:00,13.9,27.1,48.3,112.0,51.544219,-0.175284,11.810989330474179,1013.838811768001,72.27864236588859,70.31575014172054,28.70044512419502
CD1,2017-05-05 17:00:00,14.0,27.9,59.5,113.0,51.544219,-0.175284,10.815602078713779,1013.5230477064628,76.35256383064765,71.6676274454558,26.44513990868861
CD1,2017-05-05 18:00:00,14.1,18.2,41.6,114.0,51.544219,-0.175284,9.825435330950363,1013.2010816761712,80.4280417974938,73.26694398138979,24.20349869509207
CD1,2017-05-05 19:00:00,13.7,21.2,41.8,115.0,51.544219,-0.175284,9.229457681096132,1012.7703726095039,82.74168309960015,70.98423182658827,23.139470042234883
CD1,2017-05-05 20:00:00,17.3,18.5,39.9,116.0,51.544219,-0.175284,8.636293496953327,1012.3458655115901,85.05152637045997,68.48726093236715,22.1134753590861
CD1,2017-05-05 21:00:00,16.8,17.9,39.1,117.0,51.544219,-0.175284,8.041572810723407,1011.9151564449229,87.36320164227472,65.75275278542607,21.13283520927096
CD1,2017-05-05 22:00:00,16.8,18.9,37.1,118.0,51.544219,-0.175284,7.80848818556005,1011.356413408547,88.72979454293183,66.1098400605561,20.89218290062542
CD1,2017-05-05 23:00:00,17.4,23.4,28.0,119.0,51.544219,-0.175284,7.5711676219348165,1010.7944473782555,90.09723487900875,66.4735388326441,20.651530591979878
CD1,2017-05-06 00:00:00,19.5,24.4,24.0,120.0,51.544219,-0.175284,7.3366605240210045,1010.2390928449217,91.46369375032923,66.85245810872907,20.41609878733132
CD1,2017-05-06 01:00:00,22.2,24.2,17.8,121.0,51.544219,-0.175284,7.463608482525401,1009.7665517772997,90.71948759787934,66.5682676374236,21.47610514489373
CD1,2017-05-06 02:00:00,23.2,25.9,18.3,122.0,51.544219,-0.175284,7.593944944071846,1009.2949952752125,89.97612888084927,66.30479057220131,22.540484571033296
CD1,2017-05-06 03:00:00,24.4,24.8,17.8,123.0,51.544219,-0.175284,7.722858932867834,1008.8276747115873,89.23192272839938,66.05850438068349,23.602322929550635
CD1,2017-05-06 04:00:00,27.9,25.8,21.8,124.0,51.544219,-0.175284,8.028217805617366,1008.4869656449199,89.0221121423615,65.36385223208572,23.889719660612528
CD1,2017-05-06 05:00:00,26.6,29.2,28.7,125.0,51.544219,-0.175284,8.332020176279785,1008.1516111115864,88.81271108452809,64.68103208444286,24.175693918923958
CD1,2017-05-06 06:00:00,28.3,26.7,34.9,126.0,51.544219,-0.175284,8.635822546942205,1007.8090700439641,88.60486652878181,64.01750287013274,24.46844518331949
CD1,2017-05-06 07:00:00,28.4,31.1,34.0,127.0,51.544219,-0.175284,9.532581091484483,1007.7704881772987,85.55199101775966,61.6752850561993,24.92928580204889
CD1,2017-05-06 08:00:00,30.2,31.5,36.7,128.0,51.544219,-0.175284,10.426085162321366,1007.7281082793867,82.49969054406814,59.4206633047589,25.42941735411101
CD1,2017-05-06 09:00:00,29.9,31.7,37.9,129.0,51.544219,-0.175284,11.3229777362003,1007.6857283814749,79.44596759762617,57.2509625188527,25.970805869797438
CD1,2017-05-06 10:00:00,29.1,31.3,44.7,130.0,51.544219,-0.175284,12.39513207657575,1007.5285418471863,76.69850341156422,57.39867973556464,24.375945576177706
CD1,2017-05-06 11:00:00,32.4,34.0,47.2,131.0,51.544219,-0.175284,13.469252447242795,1007.3685418471862,73.94497128608548,57.56934754810331,22.78643981589161
CD1,2017-05-06 12:00:00,31.7,35.5,51.9,132.0,51.544219,-0.175284,14.538018284576196,1007.209389282606,71.1932711615617,57.758461959333474,21.19693405560552
CD1,2017-05-06 13:00:00,30.7,36.9,59.0,133.0,51.544219,-0.175284,14.316614273367561,1007.3617932201129,71.58114719709748,49.20872654655596,20.546552282907825
CD1,2017-05-06 14:00:00,28.8,33.8,58.4,134.0,51.544219,-0.175284,14.099855728825284,1007.5098271898213,71.96282126387977,40.31901454986936,20.38436998904469
CD1,2017-05-06 15:00:00,36.5,34.8,84.1,135.0,51.544219,-0.175284,13.87787668028602,1007.6568765939948,72.34984986399573,31.495425388479962,20.7123532043077
CD1,2017-05-06 16:00:00,29.5,34.2,89.8,136.0,51.544219,-0.175284,13.254192978197059,1008.0929401939956,74.94932042858052,27.56622359885583,18.81844642195676
CD1,2017-05-06 17:00:00,27.8,34.3,74.5,137.0,51.544219,-0.175284,12.63234127706303,1008.5270377637049,77.54794355774548,22.78526316569898,17.0314266354316
CD1,2017-05-06 18:00:00,26.4,28.0,81.9,138.0,51.544219,-0.175284,12.01062360526566,1008.9578808597088,80.1483986878654,16.931586663847895,15.389464944555899
CD1,2017-05-06 19:00:00,23.6,24.0,80.2,139.0,51.544219,-0.175284,11.405849687315808,1009.5522539282861,80.82585066879373,12.810310395950621,15.018351636973122
CD1,2017-05-06 20:00:00,23.5,24.4,63.2,140.0,51.544219,-0.175284,10.803889235077373,1010.1495744919114,81.4971006809686,8.484469168239539,14.728793592840185
CD1,2017-05-06 21:00:00,25.6,28.9,59.0,141.0,51.544219,-0.175284,10.195726814085468,1010.744929025245,82.17116415885489,3.991079666461183,14.531906306250239
CD1,2017-05-06 22:00:00,33.6,35.8,49.2,142.0,51.544219,-0.175284,9.291509762688593,1011.1374700928671,84.89950868404597,7.17444872648348,14.12416548383739
CD1,2017-05-06 23:00:00,36.1,39.0,34.1,143.0,51.544219,-0.175284,8.389124712246655,1011.5256380919124,87.63066667494847,10.530271854954034,13.763910734175925
CD1,2017-05-07 00:00:00,37.2,41.9,54.3,144.0,51.544219,-0.175284,7.48490766084978,1011.9147906564925,90.36169063651431,14.03869052140401,13.454499080518396
CD1,2017-05-07 01:00:00,37.8,40.7,36.4,145.0,51.544219,-0.175284,6.557431080044266,1012.2170562252467,92.57508051728009,7.580870148382611,12.240249833044672
CD1,2017-05-07 02:00:00,35.6,38.2,27.7,146.0,51.544219,-0.175284,5.628122498283814,1012.5177652919139,94.79467236679932,237.8390332137623,11.208680021945714
CD1,2017-05-07 03:00:00,26.9,27.8,31.1,147.0,51.544219,-0.175284,4.700236389273819,1012.8180648303768,97.01145075060715,350.70167829701273,10.422899550617124
CD1,2017-05-07 04:00:00,18.5,19.2,35.0,148.0,51.544219,-0.175284,5.169364914259009,1013.3253853940021,96.03003261727257,344.96074093837507,11.035550607981023
CD1,2017-05-07 05:00:00,17.7,18.0,38.5,149.0,51.544219,-0.175284,5.642729377706078,1013.8341284303777,95.048614483938,339.87096901516185,11.748501203807722
CD1,2017-05-07 06:00:00,14.1,13.8,50.4,150.0,51.544219,-0.175284,6.109891872399677,1014.3422964294228,94.0718418172698,335.39334399212964,12.540328865346767
CD1,2017-05-07 07:00:00,16.7,19.6,60.5,151.0,51.544219,-0.175284,7.381563942281623,1014.7994829637114,89.38962605508772,338.79404780511277,12.942437603806797
CD1,2017-05-07 08:00:00,24.0,29.2,82.7,152.0,51.544219,-0.175284,8.655202042455164,1015.2568035273366,84.71544426261403,341.9749127878061,13.387225778641591
CD1,2017-05-07 09:00:00,22.7,31.6,96.3,153.0,51.544219,-0.175284,9.92067214358364,1015.7168035273367,80.04126247014035,344.9429599653722,13.874827419187806
CD1,2017-05-07 10:00:00,23.8,36.5,93.0,154.0,51.544219,-0.175284,11.100129824679776,1015.8724335595381,76.0545270592957,350.0619375288803,14.142358179586354
CD1,2017-05-07 11:00:00,23.6,29.9,88.2,155.0,51.544219,-0.175284,12.27690806940114,1016.0290450564961,72.06779164845103,354.9539125287679,14.514258907783434
CD1,2017-05-07 12:00:00,22.1,29.1,72.7,156.0,51.544219,-0.175284,13.450163781743802,1016.1874885544088,68.07963376485591,258.2915782862252,14.98673467331114
CD1,2017-05-07 13:00:00,21.3,29.2,79.4,157.0,51.544219,-0.175284,13.95567080595592,1016.3939660220302,66.81947644581649,357.9504836774946,14.655439413206912
CD1,2017-05-07 14:00:00,21.8,30.8,86.1,158.0,51.544219,-0.175284,14.456807862369505,1016.5986114886964,65.55931912677703,356.2448946170285,14.336685220724906
CD1,2017-05-07 15:00:00,25.5,30.4,78.3,159.0,51.544219,-0.175284,14.958926383539573,1016.8098684523209,64.30451634107123,354.4714087169692,14.03230099604143
CD1,2017-05-07 16:00:00,16.3,25.9,76.7,160.0,51.544219,-0.175284,14.412771255338791,1016.9547894178551,69.18810913009354,1.26616970108383,13.657036752270376
CD1,2017-05-07 17:00:00,19.0,28.1,87.4,161.0,51.544219,-0.175284,13.865631561602907,1017.1059123521426,74.07031092615485,8.349035535054465,13.479937406765762
